"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope.",{s}Scaling a building that tall is not like climbing a mountain.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.\n\nThose in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.","Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.\n\nThose in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.\n\n{LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.","{s}Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope.",{s}Scaling a building that tall is not like climbing a mountain.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.\n\nThose in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.","{s}{LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.\n\nThose in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}\n\nThe obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them.","{s}{LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.",Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.\n\nIt is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.","{s}{LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.\n\nIt is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}\n\nThe obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them.","{s}{LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain.",Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.\n\nIt is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}","{s}The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.\n\nIt is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.\n\nHis climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year.",He was briefly arrested after that.
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.",{s}It is also a largely underground sport because it is usually illegal.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.\n\nAlain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.",His climb on Sunday was broadcast live on Netflix.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.\n\nAlain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix.\n\n{LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that.",{s}Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing.
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands.",{s}It is also a largely underground sport because it is usually illegal.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.\n\nAlain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix.","{s}{LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.\n\nAlain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.\n\nUnlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that. Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing.","{s}According to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal.","Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.\n\n{LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.","{s}Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times.\n\n{LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them.\n\n{LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that. Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing. According to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety.","{s}On a rock face, each move presents a new puzzle: climbers' hands search for different holds — crimps, jugs, slopers — and they constantly adapt their bodies."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ}","{s}The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.\n\nHis climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year.",He was briefly arrested after that.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.\n\nHis climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that.\n\nThose who have climbed skyscrapers say their bodies face different demands compared with rock climbing. According to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety.","{s}On a rock face, each move presents a new puzzle: climbers' hands search for different holds — crimps, jugs, slopers — and they constantly adapt their bodies."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did.",His climb on Sunday was broadcast live on Netflix.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix.\n\n{LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that.",{s}Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing.,"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix.\n\n{LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb. Unlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that. Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing.\n\nAccording to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety. On a rock face, each move presents a new puzzle: climbers' hands search for different holds — crimps, jugs, slopers — and they constantly adapt their bodies.","But along the side of a building, climbers repeat the same few movements hundreds of times to pass over dozens of stories of windows, steel bars and concrete gaps."
"Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix.","{s}{LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.\n\nUnlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that. Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing.","{s}According to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety.","Alex Honnold, a rock climber who was the subject of the Oscar-winning documentary {LQ}Free Solo,{RQ} successfully climbed the 1,667-foot-tall skyscraper Taipei 101 in Taiwan on Sunday, without a rope. Scaling a building that tall is not like climbing a mountain. Those in the club of just a dozen or so known skyscraper climbers worldwide say the activity comes with unique physical and mental demands. It is also a largely underground sport because it is usually illegal. Alain Robert, a Frenchman who has scaled some 200 buildings since the 1990s, mostly with his bare hands, said that he has been arrested more than 170 times. {LQ}You feel like you're literally in a movie,{RQ} Mr. Robert said, with {LQ}cops that are trying to catch the bad guy climbing the building.{RQ} The obvious risks make it rare for someone to obtain permission to climb a tall building, as Mr. Honnold did. His climb on Sunday was broadcast live on Netflix. {LQ}I've never been willing to get arrested,{RQ} the 40-year-old said in a podcast recorded before the climb.\n\nUnlike the serene natural landscape surrounding climbers on routes like El Capitan in Yosemite National Park, which Mr. Honnold scaled in 2017, skyscraper climbers must overcome urban noise, crowds and, occasionally, police officers determined to arrest them. {LQ}You feel like King Kong in the city,{RQ} said Titouan Leduc, 24, a French climber who scaled Warsaw's Varso Tower, the tallest skyscraper in the European Union, last year. He was briefly arrested after that. Those who have climbed skyscrapers say their bodies face different demands compared with rock climbing. According to Dan Goodwin, who in 1986 climbed the CN Tower in Toronto — then the tallest structure in the world — skyscraper climbing mainly comes down to repetitiveness versus variety.\n\nOn a rock face, each move presents a new puzzle: climbers' hands search for different holds — crimps, jugs, slopers — and they constantly adapt their bodies.","But along the side of a building, climbers repeat the same few movements hundreds of times to pass over dozens of stories of windows, steel bars and concrete gaps."
